date,platform,service,team,user,cost_usd,credits,dbus,tokens_in,tokens_out
2026-07-15,snowflake,ANALYTICS_WH,analytics,j.chen,144.53,48.18,0.0,0,0
2026-07-15,snowflake,COMPUTE_WH,analytics,l.garcia,217.17,72.39,0.0,0,0
2026-07-15,snowflake,DEV_WH,data-platform,a.sharma,108.11,36.04,0.0,0,0
2026-07-15,snowflake,INGEST_WH,data-platform,l.garcia,76.09,25.36,0.0,0,0
2026-07-16,ai,claude-3-5-sonnet,ai-apps,r.kim,20.19,0.0,0.0,1347659,300277
2026-07-16,ai,gpt-4o,ai-apps,m.okafor,29.23,0.0,0.0,683970,159650
2026-07-16,ai,gpt-4o-mini,ai-apps,s.patel,6.97,0.0,0.0,1629996,393306
2026-07-16,databricks,etl-cluster,data-platform,j.chen,108.48,0.0,197.2,0,0
2026-07-16,databricks,ml-cluster,ml-platform,l.garcia,176.58,0.0,321.0,0,0
2026-07-16,snowflake,ANALYTICS_WH,analytics,j.chen,133.6,44.53,0.0,0,0
2026-07-16,snowflake,COMPUTE_WH,analytics,m.okafor,213.56,71.19,0.0,0,0
2026-07-16,snowflake,DEV_WH,data-platform,j.chen,102.87,34.29,0.0,0,0
2026-07-16,snowflake,INGEST_WH,data-platform,r.kim,75.15,25.05,0.0,0,0
2026-07-17,ai,claude-3-5-sonnet,ai-apps,r.kim,19.65,0.0,0.0,1249250,274467
2026-07-17,ai,gpt-4o,ai-apps,j.chen,30.11,0.0,0.0,1256823,104074
2026-07-17,ai,gpt-4o-mini,ai-apps,s.patel,6.86,0.0,0.0,388963,59872
2026-07-17,databricks,etl-cluster,data-platform,l.garcia,114.09,0.0,207.4,0,0
2026-07-17,databricks,ml-cluster,ml-platform,r.kim,164.34,0.0,298.8,0,0
2026-07-17,snowflake,ANALYTICS_WH,analytics,m.okafor,147.61,49.2,0.0,0,0
2026-07-17,snowflake,COMPUTE_WH,analytics,l.garcia,220.96,73.65,0.0,0,0
2026-07-17,snowflake,DEV_WH,data-platform,r.kim,107.38,35.79,0.0,0,0
2026-07-17,snowflake,INGEST_WH,data-platform,r.kim,76.07,25.36,0.0,0,0
2026-07-18,ai,claude-3-5-sonnet,ai-apps,j.chen,10.06,0.0,0.0,1465460,286621
2026-07-18,ai,gpt-4o,ai-apps,j.chen,13.06,0.0,0.0,1219743,53291
2026-07-18,ai,gpt-4o-mini,ai-apps,s.patel,3.01,0.0,0.0,1644972,329160
2026-07-18,databricks,etl-cluster,data-platform,a.sharma,50.2,0.0,91.3,0,0
2026-07-18,databricks,ml-cluster,ml-platform,m.okafor,79.53,0.0,144.6,0,0
2026-07-18,snowflake,ANALYTICS_WH,analytics,m.okafor,66.2,22.07,0.0,0,0
2026-07-18,snowflake,COMPUTE_WH,analytics,m.okafor,103.79,34.6,0.0,0,0
2026-07-18,snowflake,DEV_WH,data-platform,j.chen,37.72,12.57,0.0,0,0
2026-07-18,snowflake,INGEST_WH,data-platform,j.chen,35.94,11.98,0.0,0,0
2026-07-19,ai,claude-3-5-sonnet,ai-apps,s.patel,10.86,0.0,0.0,393055,493060
2026-07-19,ai,gpt-4o,ai-apps,s.patel,13.29,0.0,0.0,1195586,482685
2026-07-19,ai,gpt-4o-mini,ai-apps,l.garcia,3.35,0.0,0.0,1520756,486659
2026-07-19,databricks,etl-cluster,data-platform,a.sharma,48.89,0.0,88.9,0,0
2026-07-19,databricks,ml-cluster,ml-platform,a.sharma,86.23,0.0,156.8,0,0
2026-07-19,snowflake,ANALYTICS_WH,analytics,l.garcia,67.44,22.48,0.0,0,0
2026-07-19,snowflake,COMPUTE_WH,analytics,r.kim,109.37,36.46,0.0,0,0
2026-07-19,snowflake,DEV_WH,data-platform,r.kim,36.95,12.32,0.0,0,0
2026-07-19,snowflake,INGEST_WH,data-platform,j.chen,29.17,9.72,0.0,0,0
2026-07-20,ai,claude-3-5-sonnet,ai-apps,s.patel,20.44,0.0,0.0,1643707,169743
2026-07-20,ai,gpt-4o,ai-apps,m.okafor,29.62,0.0,0.0,1369706,88168
2026-07-20,ai,gpt-4o-mini,ai-apps,r.kim,7.4,0.0,0.0,629085,66636
2026-07-20,databricks,etl-cluster,data-platform,r.kim,113.73,0.0,206.8,0,0
2026-07-20,databricks,ml-cluster,ml-platform,j.chen,147.61,0.0,268.4,0,0
2026-07-20,snowflake,ANALYTICS_WH,analytics,j.chen,127.57,42.52,0.0,0,0
2026-07-20,snowflake,COMPUTE_WH,analytics,l.garcia,212.75,70.92,0.0,0,0
2026-07-20,snowflake,DEV_WH,data-platform,r.kim,105.09,35.03,0.0,0,0
2026-07-20,snowflake,INGEST_WH,data-platform,a.sharma,71.3,23.77,0.0,0,0
2026-07-21,ai,claude-3-5-sonnet,ai-apps,s.patel,20.68,0.0,0.0,998750,52025
2026-07-21,ai,gpt-4o,ai-apps,r.kim,31.12,0.0,0.0,622163,95855
2026-07-21,ai,gpt-4o-mini,ai-apps,j.chen,7.19,0.0,0.0,1419117,288774
2026-07-21,databricks,etl-cluster,data-platform,l.garcia,106.67,0.0,194.0,0,0
2026-07-21,databricks,ml-cluster,ml-platform,l.garcia,172.28,0.0,313.2,0,0
2026-07-21,snowflake,ANALYTICS_WH,analytics,a.sharma,132.81,44.27,0.0,0,0
2026-07-21,snowflake,COMPUTE_WH,analytics,r.kim,196.22,65.41,0.0,0,0
2026-07-21,snowflake,DEV_WH,data-platform,l.garcia,107.15,35.72,0.0,0,0
2026-07-21,snowflake,INGEST_WH,data-platform,l.garcia,74.19,24.73,0.0,0,0
2026-07-22,ai,claude-3-5-sonnet,ai-apps,r.kim,21.0,0.0,0.0,537668,355695
2026-07-22,ai,gpt-4o,ai-apps,s.patel,30.11,0.0,0.0,406195,173671
2026-07-22,ai,gpt-4o-mini,ai-apps,a.sharma,7.3,0.0,0.0,1009726,372937
2026-07-22,databricks,etl-cluster,data-platform,m.okafor,129.25,0.0,235.0,0,0
2026-07-22,databricks,ml-cluster,ml-platform,l.garcia,161.18,0.0,293.1,0,0
2026-07-22,snowflake,ANALYTICS_WH,analytics,s.patel,138.1,46.03,0.0,0,0
2026-07-22,snowflake,COMPUTE_WH,analytics,a.sharma,211.31,70.44,0.0,0,0
2026-07-22,snowflake,DEV_WH,data-platform,s.patel,101.08,33.69,0.0,0,0
2026-07-22,snowflake,INGEST_WH,data-platform,l.garcia,68.59,22.86,0.0,0,0
2026-07-23,ai,claude-3-5-sonnet,ai-apps,m.okafor,19.83,0.0,0.0,831563,140890
2026-07-23,ai,gpt-4o,ai-apps,m.okafor,34.08,0.0,0.0,441860,96358
2026-07-23,ai,gpt-4o-mini,ai-apps,j.chen,7.22,0.0,0.0,1015903,483414
2026-07-23,databricks,etl-cluster,data-platform,a.sharma,100.46,0.0,182.7,0,0
2026-07-23,databricks,ml-cluster,ml-platform,m.okafor,161.33,0.0,293.3,0,0
2026-07-23,snowflake,ANALYTICS_WH,analytics,r.kim,143.06,47.69,0.0,0,0
2026-07-23,snowflake,COMPUTE_WH,analytics,s.patel,227.46,75.82,0.0,0,0
2026-07-23,snowflake,DEV_WH,data-platform,a.sharma,107.51,35.84,0.0,0,0
2026-07-23,snowflake,INGEST_WH,data-platform,s.patel,71.68,23.89,0.0,0,0
2026-07-24,ai,claude-3-5-sonnet,ai-apps,j.chen,17.97,0.0,0.0,1263340,328950
2026-07-24,ai,gpt-4o,ai-apps,j.chen,31.57,0.0,0.0,750818,288293
2026-07-24,ai,gpt-4o-mini,ai-apps,s.patel,6.78,0.0,0.0,1738304,158617
2026-07-24,databricks,etl-cluster,data-platform,j.chen,111.55,0.0,202.8,0,0
2026-07-24,databricks,ml-cluster,ml-platform,s.patel,148.29,0.0,269.6,0,0
2026-07-24,snowflake,ANALYTICS_WH,analytics,r.kim,138.85,46.28,0.0,0,0
2026-07-24,snowflake,COMPUTE_WH,analytics,s.patel,234.18,78.06,0.0,0,0
2026-07-24,snowflake,DEV_WH,data-platform,r.kim,104.28,34.76,0.0,0,0
2026-07-24,snowflake,INGEST_WH,data-platform,r.kim,73.08,24.36,0.0,0,0
2026-07-25,ai,claude-3-5-sonnet,ai-apps,r.kim,9.64,0.0,0.0,1046496,133330
2026-07-25,ai,gpt-4o,ai-apps,j.chen,13.85,0.0,0.0,1666349,352216
2026-07-25,ai,gpt-4o-mini,ai-apps,j.chen,3.46,0.0,0.0,383409,242215
2026-07-25,databricks,etl-cluster,data-platform,r.kim,54.81,0.0,99.7,0,0
2026-07-25,databricks,ml-cluster,ml-platform,m.okafor,82.78,0.0,150.5,0,0
2026-07-25,snowflake,ANALYTICS_WH,analytics,a.sharma,75.44,25.15,0.0,0,0
2026-07-25,snowflake,COMPUTE_WH,analytics,j.chen,106.85,35.62,0.0,0,0
2026-07-25,snowflake,DEV_WH,data-platform,l.garcia,37.05,12.35,0.0,0,0
2026-07-25,snowflake,INGEST_WH,data-platform,j.chen,34.96,11.65,0.0,0,0
2026-07-26,ai,claude-3-5-sonnet,ai-apps,a.sharma,10.56,0.0,0.0,291728,433393
2026-07-26,ai,gpt-4o,ai-apps,a.sharma,13.51,0.0,0.0,674921,282239
2026-07-26,ai,gpt-4o-mini,ai-apps,a.sharma,3.29,0.0,0.0,1599530,77237
2026-07-26,databricks,etl-cluster,data-platform,a.sharma,49.8,0.0,90.5,0,0
2026-07-26,databricks,ml-cluster,ml-platform,s.patel,66.28,0.0,120.5,0,0
2026-07-26,snowflake,ANALYTICS_WH,analytics,r.kim,67.24,22.41,0.0,0,0
2026-07-26,snowflake,COMPUTE_WH,analytics,s.patel,99.16,33.05,0.0,0,0
2026-07-26,snowflake,DEV_WH,data-platform,l.garcia,35.5,11.83,0.0,0,0
2026-07-26,snowflake,INGEST_WH,data-platform,m.okafor,36.05,12.02,0.0,0,0
2026-07-27,ai,claude-3-5-sonnet,ai-apps,j.chen,22.11,0.0,0.0,1192084,401261
2026-07-27,ai,gpt-4o,ai-apps,j.chen,30.29,0.0,0.0,1081103,63161
2026-07-27,ai,gpt-4o-mini,ai-apps,s.patel,6.65,0.0,0.0,668627,153058
2026-07-27,databricks,etl-cluster,data-platform,m.okafor,116.82,0.0,212.4,0,0
2026-07-27,databricks,ml-cluster,ml-platform,r.kim,165.08,0.0,300.1,0,0
2026-07-27,snowflake,ANALYTICS_WH,analytics,j.chen,146.35,48.78,0.0,0,0
2026-07-27,snowflake,COMPUTE_WH,analytics,m.okafor,205.52,68.51,0.0,0,0
2026-07-27,snowflake,DEV_WH,data-platform,m.okafor,106.17,35.39,0.0,0,0
2026-07-27,snowflake,INGEST_WH,data-platform,j.chen,72.19,24.06,0.0,0,0
2026-07-28,ai,claude-3-5-sonnet,ai-apps,a.sharma,21.0,0.0,0.0,1853881,90419
2026-07-28,ai,gpt-4o,ai-apps,l.garcia,30.79,0.0,0.0,1286470,71318
2026-07-28,ai,gpt-4o-mini,ai-apps,a.sharma,7.41,0.0,0.0,1669804,64077
2026-07-28,databricks,etl-cluster,data-platform,r.kim,104.43,0.0,189.9,0,0
2026-07-28,databricks,ml-cluster,ml-platform,r.kim,154.1,0.0,280.2,0,0
2026-07-28,snowflake,ANALYTICS_WH,analytics,r.kim,128.88,42.96,0.0,0,0
2026-07-28,snowflake,COMPUTE_WH,analytics,j.chen,188.43,62.81,0.0,0,0
2026-07-28,snowflake,DEV_WH,data-platform,j.chen,106.8,35.6,0.0,0,0
2026-07-28,snowflake,INGEST_WH,data-platform,l.garcia,79.57,26.52,0.0,0,0
2026-07-29,ai,claude-3-5-sonnet,ai-apps,r.kim,21.25,0.0,0.0,647253,463457
2026-07-29,ai,gpt-4o,ai-apps,r.kim,31.63,0.0,0.0,1591287,497832
2026-07-29,ai,gpt-4o-mini,ai-apps,r.kim,6.65,0.0,0.0,1286164,459244
2026-07-29,databricks,etl-cluster,data-platform,j.chen,112.77,0.0,205.0,0,0
2026-07-29,databricks,ml-cluster,ml-platform,r.kim,183.02,0.0,332.8,0,0
2026-07-29,snowflake,ANALYTICS_WH,analytics,s.patel,150.11,50.04,0.0,0,0
2026-07-29,snowflake,COMPUTE_WH,analytics,l.garcia,197.08,65.69,0.0,0,0
2026-07-29,snowflake,DEV_WH,data-platform,s.patel,102.25,34.08,0.0,0,0
2026-07-29,snowflake,INGEST_WH,data-platform,j.chen,78.37,26.12,0.0,0,0
2026-07-30,ai,claude-3-5-sonnet,ai-apps,l.garcia,21.35,0.0,0.0,497877,346620
2026-07-30,ai,gpt-4o,ai-apps,a.sharma,31.31,0.0,0.0,1524612,205915
2026-07-30,ai,gpt-4o-mini,ai-apps,l.garcia,7.79,0.0,0.0,742700,382361
2026-07-30,databricks,etl-cluster,data-platform,j.chen,116.37,0.0,211.6,0,0
2026-07-30,databricks,ml-cluster,ml-platform,l.garcia,172.54,0.0,313.7,0,0
2026-07-30,snowflake,ANALYTICS_WH,analytics,a.sharma,133.78,44.59,0.0,0,0
2026-07-30,snowflake,COMPUTE_WH,analytics,r.kim,233.18,77.73,0.0,0,0
2026-07-30,snowflake,DEV_WH,data-platform,j.chen,107.14,35.71,0.0,0,0
2026-07-30,snowflake,INGEST_WH,data-platform,j.chen,75.97,25.32,0.0,0,0
2026-07-31,ai,claude-3-5-sonnet,ai-apps,r.kim,22.38,0.0,0.0,898714,107109
2026-07-31,ai,gpt-4o,ai-apps,r.kim,30.59,0.0,0.0,229843,299011
2026-07-31,ai,gpt-4o-mini,ai-apps,a.sharma,7.19,0.0,0.0,1784684,236770
2026-07-31,databricks,etl-cluster,data-platform,l.garcia,114.77,0.0,208.7,0,0
2026-07-31,databricks,ml-cluster,ml-platform,s.patel,152.29,0.0,276.9,0,0
2026-07-31,snowflake,ANALYTICS_WH,analytics,r.kim,153.07,51.02,0.0,0,0
2026-07-31,snowflake,COMPUTE_WH,analytics,a.sharma,236.1,78.7,0.0,0,0
2026-07-31,snowflake,DEV_WH,data-platform,a.sharma,103.88,34.63,0.0,0,0
2026-07-31,snowflake,INGEST_WH,data-platform,l.garcia,73.21,24.4,0.0,0,0
2026-08-01,ai,claude-3-5-sonnet,ai-apps,s.patel,10.72,0.0,0.0,1299386,133361
2026-08-01,ai,gpt-4o,ai-apps,s.patel,16.43,0.0,0.0,1725304,443249
2026-08-01,ai,gpt-4o-mini,ai-apps,s.patel,3.64,0.0,0.0,1552993,354929
2026-08-01,databricks,etl-cluster,data-platform,s.patel,50.38,0.0,91.6,0,0
2026-08-01,databricks,ml-cluster,ml-platform,a.sharma,82.55,0.0,150.1,0,0
2026-08-01,snowflake,ANALYTICS_WH,analytics,l.garcia,70.63,23.54,0.0,0,0
2026-08-01,snowflake,COMPUTE_WH,analytics,s.patel,102.75,34.25,0.0,0,0
2026-08-01,snowflake,DEV_WH,data-platform,m.okafor,37.55,12.52,0.0,0,0
2026-08-01,snowflake,INGEST_WH,data-platform,a.sharma,34.07,11.36,0.0,0,0
2026-08-02,ai,claude-3-5-sonnet,ai-apps,r.kim,10.43,0.0,0.0,488024,357161
2026-08-02,ai,gpt-4o,ai-apps,r.kim,14.98,0.0,0.0,369329,397497
2026-08-02,ai,gpt-4o-mini,ai-apps,m.okafor,3.62,0.0,0.0,1930789,169423
2026-08-02,databricks,etl-cluster,data-platform,a.sharma,55.75,0.0,101.4,0,0
2026-08-02,databricks,ml-cluster,ml-platform,l.garcia,84.42,0.0,153.5,0,0
2026-08-02,snowflake,ANALYTICS_WH,analytics,s.patel,70.71,23.57,0.0,0,0
2026-08-02,snowflake,COMPUTE_WH,analytics,l.garcia,118.38,39.46,0.0,0,0
2026-08-02,snowflake,DEV_WH,data-platform,m.okafor,37.33,12.44,0.0,0,0
2026-08-02,snowflake,INGEST_WH,data-platform,a.sharma,34.08,11.36,0.0,0,0
2026-08-03,ai,claude-3-5-sonnet,ai-apps,l.garcia,21.39,0.0,0.0,1827151,364770
2026-08-03,ai,gpt-4o,ai-apps,l.garcia,33.92,0.0,0.0,1909551,306470
2026-08-03,ai,gpt-4o-mini,ai-apps,r.kim,7.24,0.0,0.0,1105184,94938
2026-08-03,databricks,etl-cluster,data-platform,m.okafor,120.21,0.0,218.6,0,0
2026-08-03,databricks,ml-cluster,ml-platform,s.patel,191.41,0.0,348.0,0,0
2026-08-03,snowflake,ANALYTICS_WH,analytics,m.okafor,142.27,47.42,0.0,0,0
2026-08-03,snowflake,COMPUTE_WH,analytics,j.chen,256.1,85.37,0.0,0,0
2026-08-03,snowflake,DEV_WH,data-platform,s.patel,106.26,35.42,0.0,0,0
2026-08-03,snowflake,INGEST_WH,data-platform,m.okafor,70.19,23.4,0.0,0,0
2026-08-04,ai,claude-3-5-sonnet,ai-apps,m.okafor,22.47,0.0,0.0,1236413,470921
2026-08-04,ai,gpt-4o,ai-apps,s.patel,36.53,0.0,0.0,1245780,223104
2026-08-04,ai,gpt-4o-mini,ai-apps,a.sharma,6.87,0.0,0.0,554135,202116
2026-08-04,databricks,etl-cluster,data-platform,s.patel,111.47,0.0,202.7,0,0
2026-08-04,databricks,ml-cluster,ml-platform,m.okafor,168.82,0.0,307.0,0,0
2026-08-04,snowflake,ANALYTICS_WH,analytics,l.garcia,138.75,46.25,0.0,0,0
2026-08-04,snowflake,COMPUTE_WH,analytics,m.okafor,237.0,79.0,0.0,0,0
2026-08-04,snowflake,DEV_WH,data-platform,m.okafor,109.92,36.64,0.0,0,0
2026-08-04,snowflake,INGEST_WH,data-platform,r.kim,81.52,27.17,0.0,0,0
2026-08-05,ai,claude-3-5-sonnet,ai-apps,r.kim,22.3,0.0,0.0,534379,265490
2026-08-05,ai,gpt-4o,ai-apps,l.garcia,30.83,0.0,0.0,818871,175151
2026-08-05,ai,gpt-4o-mini,ai-apps,s.patel,6.83,0.0,0.0,1018464,166747
2026-08-05,databricks,etl-cluster,data-platform,r.kim,105.49,0.0,191.8,0,0
2026-08-05,databricks,ml-cluster,ml-platform,m.okafor,150.9,0.0,274.4,0,0
2026-08-05,snowflake,ANALYTICS_WH,analytics,j.chen,141.72,47.24,0.0,0,0
2026-08-05,snowflake,COMPUTE_WH,analytics,m.okafor,221.95,73.98,0.0,0,0
2026-08-05,snowflake,DEV_WH,data-platform,a.sharma,102.09,34.03,0.0,0,0
2026-08-05,snowflake,INGEST_WH,data-platform,a.sharma,75.03,25.01,0.0,0,0
2026-08-06,ai,claude-3-5-sonnet,ai-apps,r.kim,19.82,0.0,0.0,838716,478849
2026-08-06,ai,gpt-4o,ai-apps,l.garcia,30.63,0.0,0.0,1822955,97351
2026-08-06,ai,gpt-4o-mini,ai-apps,m.okafor,6.62,0.0,0.0,448028,473575
2026-08-06,databricks,etl-cluster,data-platform,a.sharma,112.02,0.0,203.7,0,0
2026-08-06,databricks,ml-cluster,ml-platform,j.chen,164.17,0.0,298.5,0,0
2026-08-06,snowflake,ANALYTICS_WH,analytics,m.okafor,147.75,49.25,0.0,0,0
2026-08-06,snowflake,COMPUTE_WH,analytics,a.sharma,221.95,73.98,0.0,0,0
2026-08-06,snowflake,DEV_WH,data-platform,m.okafor,102.04,34.01,0.0,0,0
2026-08-06,snowflake,INGEST_WH,data-platform,l.garcia,73.44,24.48,0.0,0,0
2026-08-07,ai,claude-3-5-sonnet,ai-apps,r.kim,21.85,0.0,0.0,868254,425842
2026-08-07,ai,gpt-4o,ai-apps,r.kim,29.44,0.0,0.0,1143250,380808
2026-08-07,ai,gpt-4o-mini,ai-apps,m.okafor,7.12,0.0,0.0,254290,397558
2026-08-07,databricks,etl-cluster,data-platform,a.sharma,112.36,0.0,204.3,0,0
2026-08-07,databricks,ml-cluster,ml-platform,a.sharma,162.11,0.0,294.7,0,0
2026-08-07,snowflake,ANALYTICS_WH,analytics,l.garcia,120.35,40.12,0.0,0,0
2026-08-07,snowflake,COMPUTE_WH,analytics,j.chen,212.65,70.88,0.0,0,0
2026-08-07,snowflake,DEV_WH,data-platform,s.patel,105.02,35.01,0.0,0,0
2026-08-07,snowflake,INGEST_WH,data-platform,r.kim,69.5,23.17,0.0,0,0
2026-08-08,ai,claude-3-5-sonnet,ai-apps,l.garcia,10.59,0.0,0.0,1233753,443558
2026-08-08,ai,gpt-4o,ai-apps,j.chen,14.78,0.0,0.0,641466,445549
2026-08-08,ai,gpt-4o-mini,ai-apps,s.patel,3.11,0.0,0.0,1155530,373973
2026-08-08,databricks,etl-cluster,data-platform,s.patel,48.88,0.0,88.9,0,0
2026-08-08,databricks,ml-cluster,ml-platform,j.chen,78.83,0.0,143.3,0,0
2026-08-08,snowflake,ANALYTICS_WH,analytics,r.kim,74.16,24.72,0.0,0,0
2026-08-08,snowflake,COMPUTE_WH,analytics,s.patel,111.45,37.15,0.0,0,0
2026-08-08,snowflake,DEV_WH,data-platform,a.sharma,37.22,12.41,0.0,0,0
2026-08-08,snowflake,INGEST_WH,data-platform,l.garcia,33.64,11.21,0.0,0,0
2026-08-09,ai,claude-3-5-sonnet,ai-apps,j.chen,9.9,0.0,0.0,1914049,90236
2026-08-09,ai,gpt-4o,ai-apps,s.patel,14.1,0.0,0.0,850475,109289
2026-08-09,ai,gpt-4o-mini,ai-apps,m.okafor,3.63,0.0,0.0,464084,123609
2026-08-09,databricks,etl-cluster,data-platform,s.patel,58.15,0.0,105.7,0,0
2026-08-09,databricks,ml-cluster,ml-platform,m.okafor,76.22,0.0,138.6,0,0
2026-08-09,snowflake,ANALYTICS_WH,analytics,a.sharma,64.74,21.58,0.0,0,0
2026-08-09,snowflake,COMPUTE_WH,analytics,j.chen,90.27,30.09,0.0,0,0
2026-08-09,snowflake,DEV_WH,data-platform,j.chen,36.75,12.25,0.0,0,0
2026-08-09,snowflake,INGEST_WH,data-platform,r.kim,34.34,11.45,0.0,0,0
2026-08-10,ai,claude-3-5-sonnet,ai-apps,j.chen,17.51,0.0,0.0,456596,418238
2026-08-10,ai,gpt-4o,ai-apps,s.patel,31.21,0.0,0.0,1157394,347201
2026-08-10,ai,gpt-4o-mini,ai-apps,m.okafor,5.53,0.0,0.0,1043766,427645
2026-08-10,databricks,etl-cluster,data-platform,r.kim,118.06,0.0,214.7,0,0
2026-08-10,databricks,ml-cluster,ml-platform,s.patel,177.1,0.0,322.0,0,0
2026-08-10,snowflake,ANALYTICS_WH,analytics,j.chen,140.85,46.95,0.0,0,0
2026-08-10,snowflake,COMPUTE_WH,analytics,r.kim,226.02,75.34,0.0,0,0
2026-08-10,snowflake,DEV_WH,data-platform,a.sharma,106.65,35.55,0.0,0,0
2026-08-10,snowflake,INGEST_WH,data-platform,m.okafor,77.29,25.76,0.0,0,0
2026-08-11,ai,claude-3-5-sonnet,ai-apps,l.garcia,21.1,0.0,0.0,204155,298687
2026-08-11,ai,gpt-4o,ai-apps,j.chen,30.92,0.0,0.0,1155848,247095
2026-08-11,ai,gpt-4o-mini,ai-apps,r.kim,6.97,0.0,0.0,1780634,77928
2026-08-11,databricks,etl-cluster,data-platform,s.patel,112.09,0.0,203.8,0,0
2026-08-11,databricks,ml-cluster,ml-platform,l.garcia,169.24,0.0,307.7,0,0
2026-08-11,snowflake,ANALYTICS_WH,analytics,s.patel,131.72,43.91,0.0,0,0
2026-08-11,snowflake,COMPUTE_WH,analytics,a.sharma,224.55,74.85,0.0,0,0
2026-08-11,snowflake,DEV_WH,data-platform,s.patel,105.17,35.06,0.0,0,0
2026-08-11,snowflake,INGEST_WH,data-platform,a.sharma,79.18,26.39,0.0,0,0
2026-08-12,ai,claude-3-5-sonnet,ai-apps,m.okafor,21.83,0.0,0.0,1146013,204221
2026-08-12,ai,gpt-4o,ai-apps,s.patel,29.92,0.0,0.0,1279451,82783
2026-08-12,ai,gpt-4o-mini,ai-apps,a.sharma,7.18,0.0,0.0,1420569,493782
2026-08-12,databricks,etl-cluster,data-platform,m.okafor,105.38,0.0,191.6,0,0
2026-08-12,databricks,ml-cluster,ml-platform,l.garcia,176.15,0.0,320.3,0,0
2026-08-12,snowflake,ANALYTICS_WH,analytics,a.sharma,139.2,46.4,0.0,0,0
2026-08-12,snowflake,COMPUTE_WH,analytics,l.garcia,230.41,76.8,0.0,0,0
2026-08-12,snowflake,DEV_WH,data-platform,m.okafor,107.51,35.84,0.0,0,0
2026-08-12,snowflake,INGEST_WH,data-platform,m.okafor,72.69,24.23,0.0,0,0
2026-08-13,ai,claude-3-5-sonnet,ai-apps,s.patel,22.22,0.0,0.0,1116081,376296
2026-08-13,ai,gpt-4o,ai-apps,l.garcia,30.48,0.0,0.0,1809728,302818
2026-08-13,ai,gpt-4o-mini,ai-apps,r.kim,7.43,0.0,0.0,541091,341182
2026-08-13,databricks,etl-cluster,data-platform,j.chen,122.05,0.0,221.9,0,0
2026-08-13,databricks,ml-cluster,ml-platform,l.garcia,182.99,0.0,332.7,0,0
2026-08-13,snowflake,ANALYTICS_WH,analytics,j.chen,129.67,43.22,0.0,0,0
2026-08-13,snowflake,COMPUTE_WH,analytics,r.kim,226.58,75.53,0.0,0,0
2026-08-13,snowflake,DEV_WH,data-platform,j.chen,105.17,35.06,0.0,0,0
2026-08-13,snowflake,INGEST_WH,data-platform,r.kim,71.83,23.94,0.0,0,0
2026-08-14,ai,claude-3-5-sonnet,ai-apps,l.garcia,19.13,0.0,0.0,1552243,161006
2026-08-14,ai,gpt-4o,ai-apps,l.garcia,28.41,0.0,0.0,556057,123084
2026-08-14,ai,gpt-4o-mini,ai-apps,j.chen,6.65,0.0,0.0,432853,442022
2026-08-14,databricks,etl-cluster,data-platform,l.garcia,109.58,0.0,199.2,0,0
2026-08-14,databricks,ml-cluster,ml-platform,s.patel,168.96,0.0,307.2,0,0
2026-08-14,snowflake,ANALYTICS_WH,analytics,m.okafor,146.99,49.0,0.0,0,0
2026-08-14,snowflake,COMPUTE_WH,analytics,l.garcia,208.75,69.58,0.0,0,0
2026-08-14,snowflake,DEV_WH,data-platform,a.sharma,107.62,35.87,0.0,0,0
2026-08-14,snowflake,INGEST_WH,data-platform,l.garcia,73.17,24.39,0.0,0,0
2026-08-15,ai,claude-3-5-sonnet,ai-apps,l.garcia,10.52,0.0,0.0,1957031,283773
2026-08-15,ai,gpt-4o,ai-apps,s.patel,14.33,0.0,0.0,753883,331465
2026-08-15,ai,gpt-4o-mini,ai-apps,m.okafor,3.2,0.0,0.0,1180055,60452
2026-08-15,databricks,etl-cluster,data-platform,s.patel,45.64,0.0,83.0,0,0
2026-08-15,databricks,ml-cluster,ml-platform,s.patel,75.32,0.0,136.9,0,0
2026-08-15,snowflake,ANALYTICS_WH,analytics,j.chen,68.45,22.82,0.0,0,0
2026-08-15,snowflake,COMPUTE_WH,analytics,j.chen,99.69,33.23,0.0,0,0
2026-08-15,snowflake,DEV_WH,data-platform,r.kim,37.47,12.49,0.0,0,0
2026-08-15,snowflake,INGEST_WH,data-platform,l.garcia,34.75,11.58,0.0,0,0
2026-08-16,ai,claude-3-5-sonnet,ai-apps,j.chen,9.58,0.0,0.0,1918015,465743
2026-08-16,ai,gpt-4o,ai-apps,l.garcia,14.39,0.0,0.0,801400,414115
2026-08-16,ai,gpt-4o-mini,ai-apps,r.kim,3.11,0.0,0.0,1960767,59406
2026-08-16,databricks,etl-cluster,data-platform,r.kim,49.26,0.0,89.6,0,0
2026-08-16,databricks,ml-cluster,ml-platform,s.patel,80.23,0.0,145.9,0,0
2026-08-16,snowflake,ANALYTICS_WH,analytics,r.kim,69.91,23.3,0.0,0,0
2026-08-16,snowflake,COMPUTE_WH,analytics,l.garcia,98.53,32.84,0.0,0,0
2026-08-16,snowflake,DEV_WH,data-platform,r.kim,37.67,12.56,0.0,0,0
2026-08-16,snowflake,INGEST_WH,data-platform,j.chen,32.96,10.99,0.0,0,0
2026-08-17,ai,claude-3-5-sonnet,ai-apps,j.chen,20.66,0.0,0.0,1749025,306940
2026-08-17,ai,gpt-4o,ai-apps,s.patel,30.4,0.0,0.0,715540,148485
